Participant,TargetNum,Block,Technique,A,W,density,Time,Err,OverShoot,ClutchT
1,60,2,SemPoint,100,1.034,1,3.88463,1,.152,.56552
1,62,2,SemPoint,100,1.034,2,2.62978,0,0,.185437
1,63,2,SemPoint,100,1.034,2,2.25199,0,0,.301566
1,64,2,SemPoint,100,1.034,4,2.46972,0,3.852,.205163
1,65,2,SemPoint,100,1.034,4,3.86129,1,.1098,.425936
1,66,2,SemPoint,100,1.034,4,2.93551,0,0,.530264
1,68,2,SemPoint,100,1.034,8,3.5352,0,0,.764703
1,69,2,SemPoint,100,1.034,8,5.98049,0,5.2357,1.0149
1,70,2,SemPoint,100,1.034,12,3.68551,0,12.5337,.559489
1,71,2,SemPoint,100,1.034,12,6.59181,1,.2589,1.00985
1,72,2,SemPoint,100,1.034,12,5.85628,0,0,1.44015
1,74,3,SemPoint,100,4.136,0,1.2645,0,0,.190428
1,75,3,SemPoint,100,4.136,0,2.42981,0,0,.409338
1,76,3,SemPoint,100,4.136,1,2.0245,1,0,.20508
1,77,3,SemPoint,100,4.136,1,3.01082,0,0,.330188
1,78,3,SemPoint,100,4.136,1,1.67958,0,0,.225673
1,80,3,SemPoint,100,4.136,2,2.17594,0,0,.384736
1,81,3,SemPoint,100,4.136,2,3.02939,0,0,.31929
1,82,3,SemPoint,100,4.136,4,2.28404,0,0,.355477
1,83,3,SemPoint,100,4.136,4,3.28622,0,0,.530151
1,84,3,SemPoint,100,4.136,4,2.80563,0,0,.540113
1,86,3,SemPoint,100,4.136,8,3.24599,0,0,.794714
1,87,3,SemPoint,100,4.136,8,4.54102,0,0,1.08871
1,88,3,SemPoint,100,4.136,12,2.84463,0,0,.773658
1,89,3,SemPoint,100,4.136,12,4.94514,0,0,1.25494
1,90,3,SemPoint,100,4.136,12,5.60527,0,0,1.76947
1,92,3,SemPoint,100,1.034,0,2.00591,0,.6435,.830914
1,93,3,SemPoint,100,1.034,0,1.87479,0,2.4398,.174885
1,94,3,SemPoint,100,1.034,1,2.28002,0,5.0458,.160161
1,95,3,SemPoint,100,1.034,1,2.9962,0,0,.360288
1,96,3,SemPoint,100,1.034,1,2.76463,0,0,.32521
1,98,3,SemPoint,100,1.034,2,3.32504,1,.9981,.184558
1,99,3,SemPoint,100,1.034,2,3.33601,0,8.4838,.291011
1,100,3,SemPoint,100,1.034,4,2.83596,0,.0934,.350344
1,101,3,SemPoint,100,1.034,4,4.13965,0,0,.659199
1,102,3,SemPoint,100,1.034,4,3.36023,0,4.2906,.65508
1,104,3,SemPoint,100,1.034,8,3.64437,0,2.0293,.700184
1,105,3,SemPoint,100,1.034,8,4.89156,0,3.6233,.924768
1,106,3,SemPoint,100,1.034,12,2.9454,1,.1061,.541159
1,107,3,SemPoint,100,1.034,12,4.49396,0,.1282,.971597
1,108,3,SemPoint,100,1.034,12,6.33685,1,0,1.50501
1,110,4,SemPoint,100,4.136,0,1.70995,0,0,.254881
1,111,4,SemPoint,100,4.136,0,1.43942,0,1.5479,0
1,112,4,SemPoint,100,4.136,1,2.41488,0,0,.149404
1,113,4,SemPoint,100,4.136,1,1.79472,0,.0518,.20411
1,114,4,SemPoint,100,4.136,1,2.06451,0,1.8292,.205075
1,116,4,SemPoint,100,4.136,2,2.05481,0,0,.385741
1,117,4,SemPoint,100,4.136,2,2.98151,0,0,.230548
1,118,4,SemPoint,100,4.136,4,2.30957,0,0,.235416
1,119,4,SemPoint,100,4.136,4,2.93146,0,0,.411147
1,120,4,SemPoint,100,4.136,4,2.72967,0,0,.845735
1,122,4,SemPoint,100,4.136,8,3.3661,0,0,.759819
1,123,4,SemPoint,100,4.136,8,4.17469,0,0,1.02159
1,124,4,SemPoint,100,4.136,12,3.79486,0,0,.611366
1,125,4,SemPoint,100,4.136,12,4.34568,0,0,.842662
1,126,4,SemPoint,100,4.136,12,5.49604,0,0,1.51472
1,128,4,SemPoint,100,1.034,0,2.1005,0,0,.170828
1,129,4,SemPoint,100,1.034,0,1.51553,0,0,.179691
1,130,4,SemPoint,100,1.034,1,2.46492,0,.2807,.200213
1,131,4,SemPoint,100,1.034,1,1.8848,0,0,.184454
1,132,4,SemPoint,100,1.034,1,2.81638,0,3.127,.184588
1,134,4,SemPoint,100,1.034,2,2.18939,0,0,.194298
1,135,4,SemPoint,100,1.034,2,2.68063,0,0,.300747
1,136,4,SemPoint,100,1.034,4,2.88951,0,0,.360234
1,137,4,SemPoint,100,1.034,4,2.58026,0,0,.460915
1,138,4,SemPoint,100,1.034,4,3.65535,0,0,.55461
1,140,4,SemPoint,100,1.034,8,3.31548,0,0,.71764
1,141,4,SemPoint,100,1.034,8,5.17556,0,6.0114,.970619
1,142,4,SemPoint,100,1.034,12,2.81055,0,0,.515641
1,143,4,SemPoint,100,1.034,12,4.7978,0,.4054,1.00491
1,144,4,SemPoint,100,1.034,12,5.48255,0,0,1.37712
1,2,1,Control,100,4.136,0,.99999,0,0,0
1,3,1,Control,100,4.136,0,1.12506,0,2.1312,0
1,4,1,Control,100,4.136,1,1.17975,0,3.5961,0
1,5,1,Control,100,4.136,1,1.0607,0,0,0
1,6,1,Control,100,4.136,1,1.3205,0,.3734,0
1,8,1,Control,100,4.136,2,1.34969,0,0,0
1,9,1,Control,100,4.136,2,1.47558,0,1.5453,0
1,10,1,Control,100,4.136,4,1.25986,0,0,0
1,11,1,Control,100,4.136,4,.90038,0,0,0
1,12,1,Control,100,4.136,4,.960945,0,0,0
1,14,1,Control,100,4.136,8,2.21014,0,0,.159166
1,15,1,Control,100,4.136,8,2.71072,0,0,.120106
1,16,1,Control,100,4.136,12,1.54479,0,8.2836,0
1,17,1,Control,100,4.136,12,.944437,0,0,0
1,18,1,Control,100,4.136,12,.974599,0,0,0
1,20,1,Control,100,1.034,0,2.18066,0,2.5103,0
1,21,1,Control,100,1.034,0,4.58978,1,8.9557,0
1,22,1,Control,100,1.034,1,1.94129,0,0,0
1,23,1,Control,100,1.034,1,2.27935,0,0,0
1,24,1,Control,100,1.034,1,3.00982,0,0,.120196
1,26,1,Control,100,1.034,2,2.41012,0,0,.120018
1,27,1,Control,100,1.034,2,3.92951,0,11.2994,.120106
1,28,1,Control,100,1.034,4,2.15049,0,2.2174,.104504
1,29,1,Control,100,1.034,4,2.41004,0,0,.125001
1,30,1,Control,100,1.034,4,2.85435,0,1.9244,.119124
1,32,1,Control,100,1.034,8,2.38578,0,2.2174,.129863
1,33,1,Control,100,1.034,8,2.20005,0,0,.129794
1,34,1,Control,100,1.034,12,2.48153,0,0,.150268
1,35,1,Control,100,1.034,12,2.89554,0,.4596,.16013
1,36,1,Control,100,1.034,12,2.00985,0,0,.129883
1,38,2,Control,100,4.136,0,2.35925,0,.3734,.129877
1,39,2,Control,100,4.136,0,2.05969,0,.3734,.13469
1,40,2,Control,100,4.136,1,1.24992,0,0,.149326
1,41,2,Control,100,4.136,1,1.99508,0,0,.234512
1,42,2,Control,100,4.136,1,2.455,1,.0804,.184574
1,44,2,Control,100,4.136,2,1.72453,0,0,.160042
1,45,2,Control,100,4.136,2,1.90037,0,0,.120214
1,46,2,Control,100,4.136,4,1.83007,0,0,.174807
1,47,2,Control,100,4.136,4,2.14931,0,2.7172,.164921
1,48,2,Control,100,4.136,4,1.70409,0,1.5453,.169719
1,50,2,Control,100,4.136,8,1.78524,0,0,.139649
1,51,2,Control,100,4.136,8,1.87008,0,0,.149415
1,52,2,Control,100,4.136,12,1.66976,0,0,.140632
1,53,2,Control,100,4.136,12,2.4005,0,1.8382,.120125
1,54,2,Control,100,4.136,12,1.96979,0,0,.139644
1,56,2,Control,100,1.034,0,5.67566,1,4.8541,.890795
1,57,2,Control,100,1.034,0,2.69536,0,0,.16007
1,58,2,Control,100,1.034,1,3.10064,0,3.3893,.290036
1,59,2,Control,100,1.034,1,2.40116,0,4.8541,.179652
1,60,2,Control,100,1.034,1,3.06045,0,2.5103,.254809
1,62,2,Control,100,1.034,2,2.84955,0,.1666,0
1,63,2,Control,100,1.034,2,2.89562,0,4.2682,0
1,64,2,Control,100,1.034,4,3.04482,0,.7525,.150267
1,65,2,Control,100,1.034,4,3.51468,0,.4596,.256047
1,66,2,Control,100,1.034,4,1.83991,0,0,.150449
1,68,2,Control,100,1.034,8,3.03921,0,.1666,.150505
1,69,2,Control,100,1.034,8,3.24126,0,.1666,.279198
1,70,2,Control,100,1.034,12,2.45016,0,0,.150402
1,71,2,Control,100,1.034,12,2.28497,0,0,.25009
1,72,2,Control,100,1.034,12,3.31149,0,14.2291,.169808
1,74,3,Control,100,4.136,0,1.27031,0,0,.139633
1,75,3,Control,100,4.136,0,1.47457,0,0,.129884
1,76,3,Control,100,4.136,1,1.6699,0,2.1312,.211138
1,77,3,Control,100,4.136,1,3.03513,0,0,.343722
1,78,3,Control,100,4.136,1,1.82517,0,.9593,.184572
1,80,3,Control,100,4.136,2,2.12995,1,3.889,.180618
1,81,3,Control,100,4.136,2,2.3906,0,8.8695,0
1,82,3,Control,100,4.136,4,1.3604,0,0,0
1,83,3,Control,100,4.136,4,1.13478,0,0,0
1,84,3,Control,100,4.136,4,1.06923,0,0,0
1,86,3,Control,100,4.136,8,1.52636,0,.6664,0
1,87,3,Control,100,4.136,8,1.3164,0,10.3343,0
1,88,3,Control,100,4.136,12,1.29003,0,0,0
1,89,3,Control,100,4.136,12,1.27437,0,0,0
1,90,3,Control,100,4.136,12,1.25008,0,0,0
1,92,3,Control,100,1.034,0,2.2899,0,0,.615067
1,93,3,Control,100,1.034,0,3.92953,0,3.0963,.084857
1,94,3,Control,100,1.034,1,3.54599,0,8.6627,0
1,95,3,Control,100,1.034,1,2.61423,0,3.0963,0
1,96,3,Control,100,1.034,1,3.09458,0,3.3892,0
1,98,3,Control,100,1.034,2,2.58989,0,0,0
1,99,3,Control,100,1.034,2,3.90118,0,1.0455,0
1,100,3,Control,100,1.034,4,2.56547,0,0,0
1,101,3,Control,100,1.034,4,2.34069,0,1.6314,0
1,102,3,Control,100,1.034,4,1.7452,0,0,0
1,104,3,Control,100,1.034,8,1.93554,0,0,0
1,105,3,Control,100,1.034,8,1.91503,0,.1666,0
1,106,3,Control,100,1.034,12,2.00491,0,0,0
1,107,3,Control,100,1.034,12,2.70006,0,0,0
1,108,3,Control,100,1.034,12,2.02053,0,0,0
1,110,4,Control,100,4.136,0,2.35048,0,2.4242,.169845
1,111,4,Control,100,4.136,0,3.62498,1,2.7172,0
1,112,4,Control,100,4.136,1,1.42567,0,0,0
1,113,4,Control,100,4.136,1,1.48534,0,6.2328,0
1,114,4,Control,100,4.136,1,.964763,0,0,0
1,116,4,Control,100,4.136,2,1.54106,0,0,0
1,117,4,Control,100,4.136,2,1.21963,0,0,0
1,118,4,Control,100,4.136,4,1.00957,0,0,0
1,119,4,Control,100,4.136,4,1.22564,0,0,0
1,120,4,Control,100,4.136,4,1.13937,0,0,0
1,122,4,Control,100,4.136,8,1.29007,0,0,0
1,123,4,Control,100,4.136,8,1.16997,0,0,0
1,124,4,Control,100,4.136,12,1.48525,0,0,0
1,125,4,Control,100,4.136,12,1.35931,0,0,0
1,126,4,Control,100,4.136,12,1.34582,0,0,0
1,128,4,Control,100,1.034,0,1.78025,0,.4596,0
1,129,4,Control,100,1.034,0,2.28997,0,.4596,.024409
1,130,4,Control,100,1.034,1,1.38484,0,0,0
1,131,4,Control,100,1.034,1,2.03513,0,1.3385,0
1,132,4,Control,100,1.034,1,1.47558,0,2.5103,0
1,134,4,Control,100,1.034,2,1.77538,0,0,0
1,135,4,Control,100,1.034,2,2.22955,0,8.9557,0
1,136,4,Control,100,1.034,4,1.95995,0,.1666,0
1,137,4,Control,100,1.034,4,2.41501,0,7.7838,0
1,138,4,Control,100,1.034,4,1.86033,0,0,0
1,140,4,Control,100,1.034,8,2.12506,0,.7525,0
1,141,4,Control,100,1.034,8,1.6699,0,2.2174,0
1,142,4,Control,100,1.034,12,1.94051,0,0,0
1,143,4,Control,100,1.034,12,3.82036,1,.1666,0
1,144,4,Control,100,1.034,12,1.9744,0,1.3385,0
1,2,1,SurfPad,100,4.136,0,1.6649,0,0,.150296
1,3,1,SurfPad,100,4.136,0,2.05969,0,0,.129895
1,4,1,SurfPad,100,4.136,1,2.07997,0,7.6976,.270487
1,5,1,SurfPad,100,4.136,1,2.15428,0,0,.105658
1,6,1,SurfPad,100,4.136,1,1.52538,0,0,0
1,8,1,SurfPad,100,4.136,2,1.54101,0,5.9398,0
1,9,1,SurfPad,100,4.136,2,1.32021,0,0,0
1,10,1,SurfPad,100,4.136,4,1.58025,0,0,0
1,11,1,SurfPad,100,4.136,4,2.13963,0,5.0609,0
1,12,1,SurfPad,100,4.136,4,1.43647,0,0,0
1,14,1,SurfPad,100,4.136,8,1.54001,0,4.475,0
1,15,1,SurfPad,100,4.136,8,1.53422,0,0,0
1,16,1,SurfPad,100,4.136,12,2.07029,0,4.475,0
1,17,1,SurfPad,100,4.136,12,1.61529,0,0,0
1,18,1,SurfPad,100,4.136,12,1.55181,0,0,0
1,20,1,SurfPad,100,1.034,0,1.40042,0,0,0
1,21,1,SurfPad,100,1.034,0,1.75966,0,3.3892,0
1,22,1,SurfPad,100,1.034,1,1.79482,0,0,0
1,23,1,SurfPad,100,1.034,1,1.56062,0,0,0
1,24,1,SurfPad,100,1.034,1,1.4951,0,2.2174,0
1,26,1,SurfPad,100,1.034,2,3.56933,0,5.733,.129789
1,27,1,SurfPad,100,1.034,2,2.22454,0,11.5924,0
1,28,1,SurfPad,100,1.034,4,1.85563,0,0,0
1,29,1,SurfPad,100,1.034,4,1.89451,0,.4596,0
1,30,1,SurfPad,100,1.034,4,2.40035,1,0,0
1,32,1,SurfPad,100,1.034,8,2.40522,0,0,0
1,33,1,SurfPad,100,1.034,8,2.83095,0,3.6822,0
1,34,1,SurfPad,100,1.034,12,3.96579,0,2.5103,0
1,35,1,SurfPad,100,1.034,12,1.91499,0,0,0
1,36,1,SurfPad,100,1.034,12,3.08498,0,2.8033,0
1,38,2,SurfPad,100,4.136,0,2.8545,0,1.8383,.17077
1,39,2,SurfPad,100,4.136,0,1.7159,0,5.6468,0
1,40,2,SurfPad,100,4.136,1,1.47952,0,4.7679,0
1,41,2,SurfPad,100,4.136,1,1.12499,0,0,0
1,42,2,SurfPad,100,4.136,1,1.21581,0,0,0
1,44,2,SurfPad,100,4.136,2,2.12005,0,0,.119994
1,45,2,SurfPad,100,4.136,2,1.65022,0,2.4242,0
1,46,2,SurfPad,100,4.136,4,1.49425,0,1.8383,0
1,47,2,SurfPad,100,4.136,4,1.2198,0,0,0
1,48,2,SurfPad,100,4.136,4,1.15037,0,0,0
1,50,2,SurfPad,100,4.136,8,1.12012,0,0,0
1,51,2,SurfPad,100,4.136,8,.960951,0,0,0
1,52,2,SurfPad,100,4.136,12,1.26559,0,0,0
1,53,2,SurfPad,100,4.136,12,2.27549,1,1.2523,0
1,54,2,SurfPad,100,4.136,12,1.35058,0,0,0
1,56,2,SurfPad,100,1.034,0,2.66004,0,0,.16015
1,57,2,SurfPad,100,1.034,0,1.70504,0,1.3385,0
1,58,2,SurfPad,100,1.034,1,1.33492,0,1.3385,0
1,59,2,SurfPad,100,1.034,1,1.66991,0,3.3892,0
1,60,2,SurfPad,100,1.034,1,1.54971,0,4.5611,0
1,62,2,SurfPad,100,1.034,2,2.7901,0,3.3892,.139562
1,63,2,SurfPad,100,1.034,2,3.41996,1,.1666,0
1,64,2,SurfPad,100,1.034,4,3.52042,1,0,0
1,65,2,SurfPad,100,1.034,4,3.20492,0,8.6627,0
1,66,2,SurfPad,100,1.034,4,2.17107,0,0,0
1,68,2,SurfPad,100,1.034,8,3.17184,1,1.0455,0
1,69,2,SurfPad,100,1.034,8,1.99995,0,0,0
1,70,2,SurfPad,100,1.034,12,2.71484,0,2.5103,.015629
1,71,2,SurfPad,100,1.034,12,2.63971,1,.1666,0
1,72,2,SurfPad,100,1.034,12,3.4443,0,11.2994,.049889
1,74,3,SurfPad,100,4.136,0,1.54977,0,2.4242,0
1,75,3,SurfPad,100,4.136,0,1.12011,0,0,0
1,76,3,SurfPad,100,4.136,1,1.60046,0,0,0
1,77,3,SurfPad,100,4.136,1,1.4551,0,.6664,0
1,78,3,SurfPad,100,4.136,1,1.39945,0,0,0
1,80,3,SurfPad,100,4.136,2,1.03511,0,0,0
1,81,3,SurfPad,100,4.136,2,1.23041,0,0,0
1,82,3,SurfPad,100,4.136,4,1.1358,0,0,0
1,83,3,SurfPad,100,4.136,4,1.4248,0,0,0
1,84,3,SurfPad,100,4.136,4,1.13489,0,0,0
1,86,3,SurfPad,100,4.136,8,1.42493,0,1.2523,0
1,87,3,SurfPad,100,4.136,8,1.31542,0,0,0
1,88,3,SurfPad,100,4.136,12,1.33007,0,0,0
1,89,3,SurfPad,100,4.136,12,1.51087,0,0,0
1,90,3,SurfPad,100,4.136,12,2.04086,0,0,0
1,92,3,SurfPad,100,1.034,0,3.24019,0,0,0
1,93,3,SurfPad,100,1.034,0,2.73027,0,0,0
1,94,3,SurfPad,100,1.034,1,2.42488,0,1.3385,0
1,95,3,SurfPad,100,1.034,1,2.16013,0,0,0
1,96,3,SurfPad,100,1.034,1,2.9198,0,0,0
1,98,3,SurfPad,100,1.034,2,2.81044,0,1.6314,0
1,99,3,SurfPad,100,1.034,2,2.25496,0,0,0
1,100,3,SurfPad,100,1.034,4,2.06048,0,5.44,0
1,101,3,SurfPad,100,1.034,4,1.84468,0,0,0
1,102,3,SurfPad,100,1.034,4,3.89148,1,0,0
1,104,3,SurfPad,100,1.034,8,1.91111,0,0,0
1,105,3,SurfPad,100,1.034,8,2.12588,0,1.6314,0
1,106,3,SurfPad,100,1.034,12,2.00486,0,0,0
1,107,3,SurfPad,100,1.034,12,2.77922,0,5.44,0
1,108,3,SurfPad,100,1.034,12,3.58486,0,3.9752,0
1,110,4,SurfPad,100,4.136,0,1.61034,0,0,0
1,111,4,SurfPad,100,4.136,0,1.12995,0,0,0
1,112,4,SurfPad,100,4.136,1,1.41006,0,0,0
1,113,4,SurfPad,100,4.136,1,1.08975,0,0,0
1,114,4,SurfPad,100,4.136,1,1.37978,0,0,0
1,116,4,SurfPad,100,4.136,2,1.51566,0,0,0
1,117,4,SurfPad,100,4.136,2,1.04492,0,0,0
1,118,4,SurfPad,100,4.136,4,1.25968,0,0,0
1,119,4,SurfPad,100,4.136,4,1.76164,0,6.2328,0
1,120,4,SurfPad,100,4.136,4,1.63975,0,0,0
1,122,4,SurfPad,100,4.136,8,1.72569,0,0,0
1,123,4,SurfPad,100,4.136,8,1.5496,0,1.8383,0
1,124,4,SurfPad,100,4.136,12,1.34978,0,0,0
1,125,4,SurfPad,100,4.136,12,1.36914,0,0,0
1,126,4,SurfPad,100,4.136,12,1.66494,0,0,0
1,128,4,SurfPad,100,1.034,0,1.44433,0,0,0
1,129,4,SurfPad,100,1.034,0,1.63953,0,1.0455,0
1,130,4,SurfPad,100,1.034,1,2.63476,0,4.5611,0
1,131,4,SurfPad,100,1.034,1,1.76064,0,0,0
1,132,4,SurfPad,100,1.034,1,2.56453,0,0,0
1,134,4,SurfPad,100,1.034,2,2.8642,0,0,0
1,135,4,SurfPad,100,1.034,2,2.59468,0,2.8033,0
1,136,4,SurfPad,100,1.034,4,1.76559,0,1.6314,0
1,137,4,SurfPad,100,1.034,4,2.42088,0,.4596,0
1,138,4,SurfPad,100,1.034,4,2.57527,0,0,0
1,140,4,SurfPad,100,1.034,8,4.03024,0,.1666,.160063
1,141,4,SurfPad,100,1.034,8,1.46083,0,0,0
1,142,4,SurfPad,100,1.034,12,2.52155,0,1.0455,0
1,143,4,SurfPad,100,1.034,12,1.63475,0,0,0
1,144,4,SurfPad,100,1.034,12,2.49501,0,0,0
2,2,1,SemPoint,100,4.136,0,1.61913,0,0,.34498
2,3,1,SemPoint,100,4.136,0,1.55561,0,0,.246058
2,4,1,SemPoint,100,4.136,1,1.51468,0,0,.160203
2,5,1,SemPoint,100,4.136,1,1.90038,0,23.1642,.214879
2,6,1,SemPoint,100,4.136,1,1.9355,0,0,.375212
2,8,1,SemPoint,100,4.136,2,1.69534,0,.3933,.424856
2,9,1,SemPoint,100,4.136,2,1.72471,0,0,.294919
2,10,1,SemPoint,100,4.136,4,1.29485,0,0,.310634
2,11,1,SemPoint,100,4.136,4,3.29768,0,1.5466,.098631
2,12,1,SemPoint,100,4.136,4,2.56946,0,7.7875,.776487
2,14,1,SemPoint,100,4.136,8,2.33014,0,0,.735259
2,15,1,SemPoint,100,4.136,8,3.39644,0,10.2162,.795119
2,16,1,SemPoint,100,4.136,12,2.63755,1,.1821,.490059
2,17,1,SemPoint,100,4.136,12,3.03818,0,0,.636794
2,18,1,SemPoint,100,4.136,12,3.23547,0,0,1.11456
2,20,1,SemPoint,100,1.034,0,1.56047,0,4.25,.150382
2,21,1,SemPoint,100,1.034,0,3.97466,1,15.3852,.319401
2,22,1,SemPoint,100,1.034,1,2.95024,1,10.8943,.169914
2,23,1,SemPoint,100,1.034,1,1.91501,0,0,.290333
2,24,1,SemPoint,100,1.034,1,2.28415,0,8.2224,.355374
2,26,1,SemPoint,100,1.034,2,2.84187,0,11.3965,.334859
2,27,1,SemPoint,100,1.034,2,2.99505,0,5.8051,.355574
2,28,1,SemPoint,100,1.034,4,2.8447,0,.9022,.330096
2,29,1,SemPoint,100,1.034,4,2.79786,0,3.4382,.334952
2,30,1,SemPoint,100,1.034,4,3.62496,0,36.7169,.450398
2,32,1,SemPoint,100,1.034,8,4.4599,0,5.4684,.779415
2,33,1,SemPoint,100,1.034,8,5.59548,0,8.2957,.708811
2,34,1,SemPoint,100,1.034,12,2.87097,0,6.7387,.450216
2,35,1,SemPoint,100,1.034,12,3.67562,0,0,.686442
2,36,1,SemPoint,100,1.034,12,4.70797,0,0,1.11617
2,38,2,SemPoint,100,4.136,0,1.01453,0,0,.420891
2,39,2,SemPoint,100,4.136,0,1.32042,0,0,.074311
2,40,2,SemPoint,100,4.136,1,1.44021,0,0,.185631
2,41,2,SemPoint,100,4.136,1,1.3,0,0,.12988
2,42,2,SemPoint,100,4.136,1,1.56542,0,0,.1796
2,44,2,SemPoint,100,4.136,2,1.87988,0,0,.315431
2,45,2,SemPoint,100,4.136,2,2.58103,0,.9231,.234268
2,46,2,SemPoint,100,4.136,4,1.34953,0,0,.165044
2,47,2,SemPoint,100,4.136,4,2.26466,0,.2231,.284378
2,48,2,SemPoint,100,4.136,4,2.65605,0,6.2794,.784398
2,50,2,SemPoint,100,4.136,8,2.98435,0,0,.583794
2,51,2,SemPoint,100,4.136,8,4.64564,0,.9901,.981557
2,52,2,SemPoint,100,4.136,12,2.26465,0,0,.65917
2,53,2,SemPoint,100,4.136,12,3.43551,0,0,.856208
2,54,2,SemPoint,100,4.136,12,3.50491,0,0,1.17493
2,56,2,SemPoint,100,1.034,0,1.75855,1,20.5986,.559446
2,57,2,SemPoint,100,1.034,0,2.75011,0,5.6398,.374911
2,58,2,SemPoint,100,1.034,1,2.07518,0,7.8473,.415938
2,59,2,SemPoint,100,1.034,1,4.43244,1,20.7874,.534223
2,60,2,SemPoint,100,1.034,1,4.30566,1,17.2857,.39465
2,62,2,SemPoint,100,1.034,2,2.25467,0,1.4586,.340737
2,63,2,SemPoint,100,1.034,2,2.46974,0,4.9657,.376066
2,64,2,SemPoint,100,1.034,4,2.28521,0,.3723,.521562
2,65,2,SemPoint,100,1.034,4,3.33024,1,.2917,.424806
2,66,2,SemPoint,100,1.034,4,3.10055,0,.3291,.661065
2,68,2,SemPoint,100,1.034,8,3.91502,0,5.6367,.574211
2,69,2,SemPoint,100,1.034,8,4.20601,0,12.227,.845076
2,70,2,SemPoint,100,1.034,12,2.88962,0,28.043,.679703
2,71,2,SemPoint,100,1.034,12,3.48637,0,0,.724699
2,72,2,SemPoint,100,1.034,12,5.62892,0,7.4779,1.35845
2,74,3,SemPoint,100,4.136,0,1.13954,0,2.0822,.170135
2,75,3,SemPoint,100,4.136,0,1.04979,0,0,.139748
2,76,3,SemPoint,100,4.136,1,1.22073,0,0,.149425
2,77,3,SemPoint,100,4.136,1,1.50975,0,0,.115231
2,78,3,SemPoint,100,4.136,1,1.23041,0,8.8321,.179687
2,80,3,SemPoint,100,4.136,2,1.41485,0,.3176,.39958
2,81,3,SemPoint,100,4.136,2,2.59958,0,1.8606,.463862
2,82,3,SemPoint,100,4.136,4,1.75006,0,0,.305656
2,83,3,SemPoint,100,4.136,4,2.08572,0,0,.314448
2,84,3,SemPoint,100,4.136,4,2.49523,0,1.3352,.696477
2,86,3,SemPoint,100,4.136,8,2.96483,0,.0733,.66869
2,87,3,SemPoint,100,4.136,8,3.58972,0,0,1.06089
2,88,3,SemPoint,100,4.136,12,2.45503,0,0,.734433
2,89,3,SemPoint,100,4.136,12,3.546,0,0,.796017
2,90,3,SemPoint,100,4.136,12,3.62009,0,0,1.10139
2,92,3,SemPoint,100,1.034,0,2.40236,0,.148,.375994
2,93,3,SemPoint,100,1.034,0,1.47948,0,2.8088,.019612
2,94,3,SemPoint,100,1.034,1,1.6699,0,17.9938,.174793
2,95,3,SemPoint,100,1.034,1,3.00193,1,21.8529,.236248
2,96,3,SemPoint,100,1.034,1,2.05556,0,.5565,.349593
2,98,3,SemPoint,100,1.034,2,2.48135,0,6.7741,.345579
2,99,3,SemPoint,100,1.034,2,2.18441,0,0,.475296
2,100,3,SemPoint,100,1.034,4,1.73544,0,0,.281216
2,101,3,SemPoint,100,1.034,4,3.12963,0,7.7866,.394506
2,102,3,SemPoint,100,1.034,4,4.01574,1,1.5024,.790972
2,104,3,SemPoint,100,1.034,8,3.50005,0,10.1309,.875878
2,105,3,SemPoint,100,1.034,8,4.15125,0,6.1498,.822328
2,106,3,SemPoint,100,1.034,12,3.42954,0,.6764,.450932
2,107,3,SemPoint,100,1.034,12,3.47566,0,0,.794029
2,108,3,SemPoint,100,1.034,12,5.27437,1,15.8483,1.22869
2,110,4,SemPoint,100,4.136,0,1.22461,0,0,.419973
2,111,4,SemPoint,100,4.136,0,1.24514,0,0,.139647
2,112,4,SemPoint,100,4.136,1,1.45975,0,0,.140616
2,113,4,SemPoint,100,4.136,1,1.51562,0,0,.195403
2,114,4,SemPoint,100,4.136,1,1.50977,0,3.4007,.395504
2,116,4,SemPoint,100,4.136,2,1.77432,0,0,.321278
2,117,4,SemPoint,100,4.136,2,1.63078,0,0,.31932
2,118,4,SemPoint,100,4.136,4,1.60449,0,0,.309571
2,119,4,SemPoint,100,4.136,4,3.1856,0,0,.479416
2,120,4,SemPoint,100,4.136,4,2.76574,0,0,.624883
2,122,4,SemPoint,100,4.136,8,2.83993,0,0,.903403
2,123,4,SemPoint,100,4.136,8,3.22928,0,0,.904239
2,124,4,SemPoint,100,4.136,12,2.27524,0,1.2781,.603339
2,125,4,SemPoint,100,4.136,12,3.03232,0,0,.88969
2,126,4,SemPoint,100,4.136,12,4.02341,1,0,1.34589
2,128,4,SemPoint,100,1.034,0,1.70018,0,18.3572,.149413
2,129,4,SemPoint,100,1.034,0,1.98528,0,3.6885,.330075
2,130,4,SemPoint,100,1.034,1,1.62022,0,.0595,.320233
2,131,4,SemPoint,100,1.034,1,1.83026,0,0,.139729
2,132,4,SemPoint,100,1.034,1,2.54491,0,6.9037,.409939
2,134,4,SemPoint,100,1.034,2,2.11039,0,0,.290115
2,135,4,SemPoint,100,1.034,2,2.32599,0,.184,.292015
2,136,4,SemPoint,100,1.034,4,2.46482,0,.9484,.299899
2,137,4,SemPoint,100,1.034,4,2.69627,0,5.8085,.469704
2,138,4,SemPoint,100,1.034,4,2.74024,0,0,.625126
2,140,4,SemPoint,100,1.034,8,3.51964,0,.1522,.706099
2,141,4,SemPoint,100,1.034,8,4.26568,0,7.0141,.899342
